company_name,date,calculated_score,average_severity,number_of_evidence,holistic_analysis
KMB,2023-02-09,43,4.3,10,"KMB’s 2023-02-09 Form 10-K presents COVID-19 as a still-present, multi-dimensional threat that has already produced measurable operational and financial consequences and could continue to do so.  The company moves beyond generic boiler-plate by documenting concrete, realised impacts since 2020—volatile product demand, supply-chain breakdowns, labour constraints, cost-saving programme delays, remote-work cyber-risk, and ‘unprecedented’ cost inflation in 2021-22.  These disclosures frame COVID-19 both as an historic fact (costs already up, sales already fluctuated) and an ongoing, forward-looking risk whose ultimate magnitude is outside management’s control.  Because the filing date is less than three years after the WHO pandemic declaration, the Time Decay Principle allows relatively high severity scores.  Still, the language is largely qualitative and unquantified, and management cites mitigation efforts, so no single sentence achieves the maximum score.  Overall, the risk evidence is recent, specific and demonstrably material, warranting upper-mid to high micro-scores (3-8 range)."
KMB,2024-02-08,24,2.0,12,"KMB’s 2024 Form 10-K repeatedly links the COVID-19 pandemic to material, still-unfolding business risks.  Although the initial outbreak is now roughly four years old, management describes continuing and forward-looking exposures: demand volatility, supply-chain and labor disruptions, cost inflation, remote-work cyber-vulnerabilities and shifts in consumer purchasing power.  The disclosures oscillate between historical impact (e.g., earlier supply-chain shocks) and present-day headwinds (elevated input costs expected to persist through 2024).  There are few hard numbers, but the narrative is detailed and specific, signalling a meaningful residual risk rather than a mere historical footnote.  Applying the Time-Decay Principle, the pandemic is now in the medium-term window (4-10 years), so individual sentence scores are capped in the mid-range; aggravated statements that tie directly to ongoing operational or financial strain receive scores of 5-6, while generic or mitigated references drop to 0-2.  Collectively, the evidence supports a moderate-to-elevated risk posture that KMB continues to monitor and disclose."
KMI,2021-02-05,65,5.909090909090909,11,"KMI’s February 2021 filing devotes extensive, candid discussion to the COVID-19 pandemic.  The company acknowledges that the pandemic has already hurt its business by crushing global energy demand, disrupting supply chains and forcing workforce changes, and it flags numerous forward-looking uncertainties—vaccine roll-out, economic recession, regulatory counter-measures—that could prolong or deepen those impacts.  The language is specific to KMI’s portfolio (pipelines, terminals, CO₂ operations) and notes knock-on effects such as commodity-price weakness, customer distress and cyber-risk from remote work.  The tone is largely aggravating; while a few sentences mention tentative recovery, no quantified upside or definitive mitigation is provided.  Given the filing date (within one year of the WHO declaration), the Time Decay Principle permits high severity scores.  Overall, the pandemic represents a current, material and evolving threat—warranting high but not maximum per-sentence scores (generally 6-9) because impacts are strongly asserted yet still partly qualitative and un-quantified."
KMI,2022-02-07,43,4.3,10,"KMI’s 2022 Form 10-K repeatedly links the 2020-present COVID-19 pandemic to both realized and continuing enterprise-level risks.  Management discloses that the pandemic has already depressed commodity demand and prices, disrupted global supply chains, impaired customer credit quality, and forced a shift to hybrid/remote work that heightens cyber-security exposure.  The filing also stresses that these impacts could persist or intensify because of variants, inflation, renewed lockdowns, or lingering structural changes in energy markets.  Although some recovery occurred in 2021, the company cannot yet quantify the final damage and explicitly warns that COVID-19 may «materially adversely affect» its business, cash flows and ability to execute its plan.  Because the filing date (Feb 2022) is less than three years after the WHO declaration (Mar 2020), the Time Decay Principle permits high severity scores.  The narrative is largely specific (naming supply-chain, workforce, cyber, commodity-price and customer-credit channels) and forward-looking, with only modest mitigating language (uncertainty, partial rebound).  Overall, the risk remains acute and largely unmitigated, justifying elevated micro-scores across the extracted evidence."
KMI,2024-02-20,24,4.0,6,"KMI’s 2024 filing frames COVID-19 primarily as a medium-term, but still material, business risk. The company acknowledges that the pandemic caused concrete financial damage in 2020 (a $1.95 billion impairment) and continues to influence its operating environment through lingering inflation, supply-chain friction and demand volatility. Most statements are backward-looking or conditional, yet they still connect the pandemic to core revenue drivers such as supply volumes, demand for hydrocarbon transportation, cost structure and asset valuations. Because the event is now four years old, Time Decay requires moderation of scores, but the quantified impairment and explicit links to higher costs justify the upper end of the 4-6 range for the strongest excerpt, with other disclosures registering lower but still relevant risk levels. Overall, the language indicates that COVID-related effects remain a non-trivial risk factor, although no longer an acute crisis, and management treats it as an illustrative benchmark for future macro disruptions rather than a stand-alone, forward-looking catastrophe."
KMX,2021-04-20,61,4.066666666666666,15,"KMX’s 2021-04-20 Form 10-K is replete with pandemic-related disclosures that span every major business line.  One year after the World Health Organization declared COVID-19 a global pandemic, management reports both realised and continuing impacts: prolonged store closures, occupancy limits, weakened consumer demand, inventory acquisition challenges, increased CAF delinquencies, and the furlough of 15,000 employees.  Quantified figures (e.g., a $30 million support cost) demonstrate materiality, while repeated references to ‘significant’ and ‘severe’ disruption underscore the gravity.  The company also flags structural shifts in consumer behaviour (accelerated online buying) and admits that there is no historical analogue to gauge the long-term effect.  Although certain mitigating steps—online auctions, omni-channel rollout, curb-side pickup—are outlined, they do not offset the breadth of risk.  Because the filing date is well within three years of the event, the Time Decay Principle allows high scores; most snippets earn mid-to-upper ratings (3-7) based on specificity, evidence of actual losses, and forward-looking uncertainty.  Overall, COVID-19 constitutes a high-severity, ongoing enterprise risk for KMX."
KMX,2022-04-14,70,5.833333333333333,12,"KMX’s 2022-04-14 filing repeatedly links the ongoing COVID-19 pandemic to material and multi-faceted risks.  Management discloses both realized impacts (store closures, first-quarter FY-21 earnings hit, vendor distress) and forward-looking threats (new variants, labor shortages, credit losses, inventory sourcing, and accelerated digital buying trends that could render the legacy model less competitive).  The language is generally specific—often using terms such as “significant negative impact” or “material adverse effect”—and it names concrete operational vectors: consumer demand, store operations, financing, supply chain, staffing, third-party vendors, and loan-loss provisioning.  Because the filing date is just two years after the formal WHO declaration (within the 0-3-year “recent” window), the Time Decay Principle permits high severity scoring.  However, some sentences are more generic or partially mitigated (e.g., effects “seem to have subsided”), so scores are calibrated individually.  Overall, the pandemic remains an active, high-salience risk with both historical damage and continuing uncertainty, justifying several high micro-scores alongside moderate ones where statements are broader or partly mitigated."
KMX,2023-04-13,25,5.0,5,"KMX’s 2023 filing repeatedly acknowledges COVID-19 as both an historical and continuing disruption.  The company states that the pandemic ""has had"" a significant negative impact, signalling that losses have already materialised, while also warning that new variants or a fresh pandemic could further erode consumer demand, staffing levels, inventory sourcing and financing capacity.  The discussion is largely qualitative—no dollar amounts or margin impacts are cited—but the language is strong (“significant negative impact,” “material adverse effect”) and ties directly to core performance indicators (sales, results of operations, financial condition).  Because the event is well within the 0-3-year window, the Time Decay Principle permits high scores; however, the absence of quantified damage and the presence of conditional wording keep individual snippet scores below the maximum.  Overall, the risk is assessed as high-to-moderate and still evolving, with disclosures focused more on forward-looking vulnerability than on detailed, numeric fallout."
KMX,2024-04-15,4,4.0,1,"KMX’s 2024 filing contains only one direct reference to the COVID-19 pandemic and it is nested inside a broader macro-economic risk paragraph.  The company frames the pandemic as one of several possible global events that can influence national or regional economic conditions, which in turn could weaken consumer vehicle demand, tighten credit availability and depress inventory supply.  The disclosure is therefore forward-looking and largely generic: it does not cite any current, quantified impacts, nor does it describe specific operational challenges such as supply-chain bottlenecks, labour shortages or remote-work frictions.  Because the statement is made four years after the WHO declaration (placing it in the 4-to-10-year “medium-term” window), the Time Decay Principle limits any severity score to a moderate range.  Overall, the pandemic is acknowledged as a continuing external threat, but the language is cautious and non-specific, indicating that the residual risk to KMX is material but not acute.  Consequently, the single snippet extracted is scored at a mid-level risk of 4/10."
KO,2021-02-25,50,5.0,10,"KO’s 2021 Form 10-K squarely links COVID-19 to multiple, already-realised hits on revenue, operations and supply chains while warning that many of these pressures could intensify.  The disclosure is recent (within one year of the filing) and is therefore subject to minimal time-decay.  The language is specific rather than boiler-plate: management cites concrete impacts—such as global sales declines, acute weakness in away-from-home channels, production outages, delayed concentrate shipments, container shortages, remote-work productivity risks, legal exposure and possible asset impairments.  These are not hypothetical scenarios; they are described as events that “have had” negative effects with the expectation they “will continue.”  Although the company lists mitigating steps (portfolio focus, marketing shifts, health measures), these are framed as uncertain in effectiveness.  Taken together, the evidence portrays a high-severity, continuing risk environment, warranting elevated snippet scores (7–9) under the Time Decay Principle for an event less than three years old."
KO,2022-02-22,90,3.9130434782608696,23,"The filing, published in February 2022, discusses COVID-19 less as a one-off shock and more as a still-evolving systemic hazard that touches virtually every operating lever of KO’s business: revenue generation (shift to at-home channels, away-from-home weakness), supply-chain continuity (ingredient shortages, logistics delays, plant shutdowns and cost inflation), labour availability, and macro-economic demand erosion.  Statements span both realised impacts (2020–2021 sales declines, cost increases, asynchronous recovery) and forward-looking exposures (future variants, continued supply-chain pressure, possible intensification of government restrictions).  The company repeatedly characterises the threat as potentially “material” and “global,” satisfying the threshold for high-severity risk.  Although some passages note mitigating factors—vaccination progress, resumed away-from-home traffic, internal knowledge-sharing, and no *current* material manufacturing interruptions—these are framed as partial, uncertain offsets rather than full neutralisers.  Under the Time Decay Principle, the pandemic falls within the 0-3-year “recent” window, so scores can legitimately reach the 7-10 range when language is direct, impact is already observed and geographic scope is worldwide; more qualified or mitigated statements warrant mid-range scores.  The micro-scorecards below reflect this calibration sentence by sentence."
KO,2023-02-21,55,5.0,11,"KO’s 2023-02-21 filing contains a concentrated, up-to-date discussion of COVID-19 as both a realised and continuing enterprise-wide threat.  Multiple sentences (1) acknowledge concrete, already-incurred impacts – lower sales, shifts to at-home consumption and global supply-chain breakdowns – and (2) emphasise that those effects could intensify or re-emerge if infection rates rise.  The narrative is recent (within three years of the pandemic declaration), uses strong, materiality-charged language (e.g., “material adverse effect,” “negatively impacted”) and specifies several operating vectors: consumer-demand migration, input shortages, plant closures, logistics delays and cost inflation.  While a few sentences note partial recovery, no material mitigating actions or quantified offsets are offered.  Under the Time Decay Principle, COVID-19 sits in the 0-3-year window, so evidence can receive high severity scores.  Because the disclosures combine concrete historical damage with forward-looking uncertainty across critical functions, the overall risk profile is assessed as high to very high, warranting snippet scores generally in the 6-8 range."
KO,2024-02-20,8,4.0,2,"The 2024 filing discusses COVID-19 primarily as a continuing, but now normalized, risk factor rather than an acute shock.  References to the pandemic are embedded in broader lists of hazards (e.g., supply-chain disruptions, economic downturns) and framed with conditional language such as “could.”  There is no quantified impact or fresh disclosure of material losses; instead, the text signals vigilance about a possible ‘occurrence or resurgence’ and acknowledges that pandemics can exacerbate commodity volatility, labor shortages, and macro-economic recessions.  Because the statements are largely forward-looking, generic, and four years removed from the WHO declaration (medium-term in the Time Decay framework), the risk evidence merits only moderate severity.  The disclosures remain relevant enough to warrant scoring, but lack of specificity, prevalence of boiler-plate phrasing, and the passage of time keep individual snippet scores in the 4-5 range."
KR,2021-03-30,54,4.153846153846154,13,"KR’s 2021-03-30 filing depicts COVID-19 as an active, multi-dimensional threat with already-realized and still-evolving consequences.  Management discloses that the pandemic materially impacted FY-2020 results, drove dramatic shifts in consumer behaviour (larger at-home baskets, fewer trips), forced the company to borrow $1 billion for liquidity, and required billions in incremental safety and labour expenses.  They also flag heightened forward-looking exposures – supply-chain disruptions, labour availability, regulatory changes, cyber-threat surface expansion, and fuel-market volatility – while admitting the duration and full magnitude of the crisis are “unknowable.”  Although some disclosures describe favourable sales spikes and rapid digital growth, these are framed as responses to volatile demand rather than permanent offsets, and the company stresses the risk of failing to adapt.  Because the pandemic is less than two years old at filing date, the Time Decay Principle allows high severity scores; however, mitigation language and generic catch-all phrasing temper some individual snippets.  Overall, the risk evidence is recent, direct, and financially material, warranting mid-to-high micro-scores across the extracted sentences."
KR,2022-03-29,59,5.363636363636363,11,"KR’s 2022 filing repeatedly links COVID-19 to material, ongoing threats across its business model.  Disclosures move beyond generic language: management cites concrete behavioural shifts (food-at-home surge, rapid e-commerce adoption), acknowledges continuing operational volatility, and warns that the pandemic can directly disrupt supply chains, labour availability, fuel sourcing, and the wider economic environment.  Some impacts are already realised (sales mix changes, digital acceleration), while others remain contingent on the pandemic’s uncertain duration.  The company therefore frames COVID-19 as both a present impact and a forward-looking risk amplifier that could magnify virtually every other risk factor in the report.  Because the filing date (March 2022) is within three years of the outbreak, the Time Decay Principle permits high severity scores.  Phrases that quantify materiality (""significant impact"", ""materially and adversely"") or point to core value drivers (supply chain integrity, customer demand, fuel costs) are weighted heavily; generic or historical observations are discounted.  No strong mitigating statements (e.g., fully effective hedges or pandemic wind-down certainty) are offered, so net scores remain elevated."
KR,2023-03-28,43,5.375,8,"Kroger’s 2023 Form 10-K repeatedly ties the COVID-19 pandemic to both historical impacts and continuing, forward-looking risks.  Sentences across the Risk Factors and Competitive Environment sections confirm that COVID-19 produced direct disruption to the Company’s supply chain, store operations, labour availability and consumer demand patterns.  Management also acknowledges that while operations have ""generally stabilized,"" the ultimate duration and magnitude of pandemic after-effects remain uncertain and could still materially affect financial results.  The disclosures are mostly qualitative and unquantified, but they are explicit, recent (< 3 years) and cover multiple critical business facets (supply, labour, digital channel mix, fuel costs and consumer spending).  Mitigating language appears only sparingly (e.g., operations have “stabilized”), so the overall risk tone is elevated but not catastrophic.  Applying the Time Decay Principle, scores cluster in the 5-8 range: the pandemic is recent enough to warrant high weighting, yet the lack of detailed dollar figures or new shocks keeps most snippets below the maximum severity."
KR,2024-04-02,21,3.5,6,"KR’s 2024 filing frames COVID-19 and future pandemics primarily as a continuing, forward-looking uncertainty rather than a presently quantified loss.  The company repeatedly groups pandemics with other ‘health crises’ that could disrupt supply chains, labor availability, consumer demand and even the pending Albertsons merger.  All references are qualitative and scenario-based (e.g., ‘could adversely affect’), signalling management’s awareness but not yet measuring any concrete dollar impact.  Because the pandemic’s onset is now four years old, the Time Decay Principle caps individual evidence at a medium severity range (≈4-6).  The disclosures nevertheless remain meaningful: they explicitly connect epidemics to material effects on operating results, supply chain continuity, fuel availability/pricing, labour costs and strategic transactions.  Overall, the risk is assessed as moderate, persistent and un-quantified, warranting mid-level scores for each sentence extracted below."
KVUE,2024-03-01,15,3.75,4,"Kenvue’s 2024 Form 10-K situates COVID-19 within a broader category of ‘global health crises, epidemics and pandemics.’  Four years after the World Health Organization declared COVID-19 a pandemic, management still describes the virus as a material, forward-looking hazard.  The discussion moves beyond boiler-plate language: it cites concrete transmission channels—commodity scarcities, shipping delays, supply-chain disruptions, labour-model changes (remote work) and demand volatility—while also recalling actual, mixed financial effects experienced during 2020-22 (gains in Self Care and Essential Health, fluctuations in Skin Health & Beauty).  Because the filing date (1 March 2024) is roughly four years post-event, the Time Decay principle calls for mid-range severity scores (≈4-6) when statements are event-specific and operationally detailed; more generic statements merit lower scores (≈2-3).  No snippet contains new quantified damage, and some mitigation efforts are referenced, tempering the ultimate risk ratings.  Overall, the pandemic remains an active, but now better-understood and partially managed, enterprise-wide risk for Kenvue."
K,2021-02-22,77,5.5,14,"Kellogg’s February-2021 Form 10-K presents COVID-19 as a recent and still-unfolding threat that is materially relevant across virtually every facet of the company’s operations.  The filing repeatedly links the pandemic to concrete, already-experienced effects—temporary supply-chain disruptions, workforce absenteeism, delayed capital and innovation projects—as well as forward-looking exposures such as potential plant shutdowns, commodity inflation, cyber-risks from large-scale remote work, and fundamental changes in consumer demand toward lower-margin products.  Language is largely specific (naming manufacturing, warehousing, distribution, IT, capital markets, emerging-market channels, etc.) and often framed with ‘could materially adversely affect’, signalling management’s view that impacts may be severe.  Because the filing date is less than a year after the WHO declaration (March 2020), the Time Decay Principle places these disclosures in the ‘recent’ bucket, permitting high severity scores.  Nonetheless, some mitigating statements (e.g., disruptions ‘not been material to date’, employee-safety measures, liquidity headroom) temper the risk profile slightly.  Overall, the pandemic constitutes a high, multi-dimensional risk with both realized and potential consequences, meriting elevated individual snippet scores in the 7-9 range."
K,2022-02-22,71,5.071428571428571,14,"K’s 2022 filing presents COVID-19 as a recent (0-3 year) threat with both realized and continuing impacts across virtually every facet of the company’s value chain.  The disclosure repeatedly links the pandemic to concrete disruptions already experienced—such as temporary plant shutdowns, supply-chain bottlenecks, delayed system upgrades, and occasions when the firm could not fill customer orders—while also outlining forward-looking vulnerabilities that could further erode revenue, margin, labour availability and strategic execution.  Language is consistently strong (“materially adversely affect,” “could result in lost revenue,” “lower revenues”), signalling that management views the risk as severe and not merely hypothetical.  At the same time, the company notes mitigating actions (employee-safety protocols, crisis management teams), which temper but do not neutralise the overall threat.  Because the filing date (22 Feb 2022) falls less than three years after the WHO declaration (11 Mar 2020), the Time-Decay Principle allows high scores.  Sentences evidencing direct, already-realised impacts or quantified expectations receive the upper tier of the scale (7-9); broader, less-specific or mitigated statements score in the mid-range (3-6); and purely remedial or defensive statements receive low scores, as they diminish net risk.  This balanced treatment yields a composite picture of elevated, ongoing pandemic exposure for K."
K,2023-02-21,62,4.428571428571429,14,"K’s 2022 Form 10-K repeatedly links the COVID-19 pandemic to concrete and prospective threats across its value chain—work-force availability, supply-chain reliability, manufacturing continuity, input-cost inflation, and swings in consumer demand.  The language is primarily forward-looking (e.g., ‘could materially affect’, ‘may disrupt’, ‘a resurgence could impact’) but is anchored by evidence of impacts already felt (‘we have experienced temporary disruptions’, ‘were at times unable to fill all orders’, ‘experienced increased demand’).  The company flags the consequences as potentially ‘material’ for operations, liquidity, cash-flows and financial condition, satisfying materiality tests.  No precise dollar amounts are provided, so the risk is not fully quantified; however, the recurrence of “material adverse effect” and specific operational references elevate severity.  Because the filing date (21-Feb-2023) is within three years of the pandemic’s declared onset, the Time Decay Principle allows high scores (7-10) for strong evidence.  Mitigating actions (employee safety protocols) appear but are secondary; they slightly temper, not eliminate, the risk signals.  Overall, the pandemic remains an acute enterprise-wide threat, justifying high but not maximum snippet scores."
K,2024-02-20,31,4.428571428571429,7,"Kellanova’s 2024 Form 10-K frames COVID-19 and other pandemic-scale health crises as a continuing, enterprise-level threat that can materially disrupt every stage of its value chain: inbound ingredients, manufacturing capacity, logistics, labour availability and ultimately consumer fulfilment.  All references are forward-looking, couched in conditional language (“could,” “may”) but repeatedly stress that impacts would be “material” to operations, liquidity and cash-flow, and note that limited disruptions have already occurred with third-party partners.  Four years have elapsed since the World Health Organisation declared COVID-19 a pandemic, so under the Time-Decay Principle the evidence sits in the medium-term window (4-10 years) where maximum severity should be moderate (≈4-6/10).  The disclosures are specific—detailing shutdowns, cost inflation, supply bottlenecks and lost revenue—yet lack hard quantification or current-year losses.  No substantial mitigating language (e.g., contingency plans, insurance coverage, or verified resilience measures) is offered.  Consequently, each sentence merits a mid-range score reflecting credible, persisting business-wide risk without recent quantified impacts, and the overall risk posture is assessed as moderate-to-elevated but below crisis level."
LDOS,2021-02-23,48,4.363636363636363,11,"LDOS’s 2021-02-23 Form 10-K frames COVID-19 as one of the most acute and multifaceted risks confronting the company.  The disclosure is recent (within one year of the pandemic’s declaration), so the Time Decay Principle allows high severity scores.  Management moves beyond boiler-plate language by documenting both already-experienced impacts (e.g., sharp fall-off in airport security product demand, contract execution delays, higher programme costs) and a broad set of forward-looking exposures (work-force outages, uncertain vaccine roll-out, possible recessionary after-effects, supply-chain fragility, and budget re-prioritisation by its government-agency customers).  Although LDOS references some mitigation (remote-work protocols, potential CARES Act recovery), these actions are described as uncertain or partial, and no quantified offsets are provided.  The narrative therefore depicts a live, continuing threat that has already eroded revenues and profitability and could further weaken operations, cash-flow and government funding flows.  Given this immediacy, specificity and breadth of impact, the extracted evidence generally earns upper-mid to high scores (4-7), capped below 10 because most statements remain qualitative and lack precise financial magnitudes."
LDOS,2022-02-15,57,5.181818181818182,11,"LDOS’ 2022-02-15 10-K squarely positions COVID-19 as an active, multi-dimensional threat that spans operations, finances and strategy.  The disclosure mixes backward-looking evidence of real disruptions (e.g., lower airport-security sales, higher program costs and delayed contract awards) with forward-looking caution about supply–chain fragility, labour availability, customer-budget uncertainty and the unknown course of future variants.  Most statements are specific to the company’s lines of business (government services, airport security products, programme execution) and explicitly warn of material adverse impacts; only a few passages discuss mitigations (remote work protocols, vaccine mandates, CARES Act reimbursements).  Because the filing date is within two years of the WHO pandemic declaration, the Time Decay Principle allows high severity scores.  Overall risk is assessed as elevated: actual impacts have already surfaced, and management concedes that duration, cost recoverability and demand patterns remain unpredictable.  The extracted evidence therefore trends toward the upper mid-range (6-8), with slight reductions where the company cites mitigating actions or uncertainty rather than realised harm."
LDOS,2023-02-14,47,5.222222222222222,9,"LDOS’s 2023-02-14 filing shows that COVID-19 remains a live, material risk less than three years after the WHO declaration.  The company cites concrete, realized impacts—lower aviation-security sales, delayed contract awards, higher programme costs and continuing under-utilisation of its Security Enterprise Solutions unit—while also warning of potential long-term shifts in customer behaviour and revenues.  Although one sentence notes that fiscal-year-2022 results were not materially harmed and even records a $28 million recovery, that is framed as a partial offset to earlier stop-work disruptions.  Overall, the disclosures mix backward-looking evidence of actual financial and operational stress with forward-looking uncertainty, and they are sufficiently specific (naming business lines, contract delays and unrecoverable costs) to merit elevated—but not maximum—severity scores.  Applying the Time Decay Principle, the pandemic is a recent event (0-3 years), so scores in the 4-8 range are appropriate, with modest downward adjustments where the company highlights mitigating factors or lack of material 2022 impact."
LDOS,2024-02-13,23,3.8333333333333335,6,"LDOS frames the COVID-19 pandemic primarily as an ongoing, medium-term headwind that has already harmed—and may continue to harm—both revenue and costs. The 10-K blends backward-looking evidence (actual delays, contract slippage, cost overruns) with forward-looking language (""may continue to be delayed,"" ""could negatively impact"").  No quantified dollar amounts are supplied, but the narrative is specific enough to cite revenue delays, higher program costs, travel limitations and lingering impacts on the Security Enterprise Solutions segment.  Because the filing date (February 2024) is four years after the WHO declared COVID-19 a pandemic, the Time-Decay Principle caps severity in the mid-range.  The statements are more than generic boiler-plate; they tie COVID-19 to concrete operational effects, yet lack numerical magnitude or overwhelming immediacy.  Consequently, individual snippet scores fall in the 3-6 range, resulting in an overall moderate risk assessment."
LEN,2021-01-22,43,3.5833333333333335,12,"LEN’s 2021 filing discusses COVID-19 as both a realised and an ongoing, forward-looking threat.  Management concedes that the pandemic triggered an industry stall in March–April 2020, caused nationwide shutdowns, inflated material prices and created labour shortages and regulatory delays.  Although the company notes that home sales rebounded quickly and were not materially hurt for the full 2020 fiscal year, it repeatedly warns that future outbreaks or prolonged economic weakness could materially damage revenues, margins, cash-flows and liquidity.  The language blends concrete evidence of past disruption (e.g., two-month sales stall, higher lumber costs, delayed permits) with cautious, conditional phrasing (“may,” “could,” “uncertain”), signalling that risk remains elevated but unquantified.  Given the filing date (January 2021), the pandemic falls well inside the 0-3-year “recent event” window, so time-decay does not materially diminish the scores.  However, the absence of precise dollar figures and the presence of mitigating comments (sales have recovered, impacts ‘do not appear’ material so far) temper severity.  Overall, the risk is assessed as significant and continuing, but not catastrophic, warranting mid-to-high individual snippet scores that reflect recent, multi-faceted exposure without hard financial quantification."
LEN,2022-01-28,41,3.727272727272727,11,"LEN’s January 28 2022 Form 10-K positions COVID-19 as a still-live, multi-vector threat that is already disrupting operations and could materially worsen.  Although management notes a brief 2020 demand rebound, the filing contains numerous, recent and specific disclosures of adverse effects and forward-looking uncertainties: (i) a documented industry ‘stall’ in early-2020; (ii) continuing supply-chain and labor shortages that lengthen build-times and defer revenue; (iii) government-office shutdowns that slow entitlements; (iv) heightened cyber-risk linked to remote-work; and (v) the possibility of renewed demand contraction should pandemic conditions deteriorate.  These statements are neither historical footnotes nor boiler-plate; they describe present impacts and plausible near-term escalations, using strong language such as ‘materially adversely impacted.’  Because the filing date is within two years of the event onset, the Time Decay principle permits elevated severity scores.  Nonetheless, lack of precise dollar quantification and the company’s acknowledgement that 2021 sales remained strong temper the risk somewhat, keeping most snippet scores in the mid- to high-single digits rather than the absolute maximum."
LEN,2023-01-26,29,3.625,8,"LEN’s 2023 filing acknowledges COVID-19 primarily as an exogenous, continuing public-health threat that could disrupt operations through demand shocks, regulatory shutdowns, approval delays, remote-work vulnerabilities and wider macro-economic weakness. The language is mostly forward-looking and qualitative: it notes that the 2020-era shutdowns were short-lived for LEN’s own sales, yet stresses that future outbreaks or variants could still materially impair revenues, margins, cash-flow and cyber-security. Because the pandemic is well within the 0-3-year ‘recent’ window, the Time Decay Principle allows high scores, but the company’s admission that its core home-sales were largely unaffected so far, plus the absence of quantified dollar impacts, tempers severity. Overall, the risk is assessed as moderate-to-elevated: LEN has not suffered major historical damage, but it concedes multiple pathways—supply-chain, governmental, demand, and information-security—through which renewed pandemic pressures could materially harm future performance."
LEN,2024-01-26,15,3.75,4,"LEN’s 2024 filing discusses the COVID-19 pandemic primarily as a historical shock that temporarily disrupted operations (e.g., government-office shutdowns) but also frames contagious-disease outbreaks as an ongoing, forward-looking threat that could materially hurt demand, cash flow and supply-chain timing. The language is largely qualitative—no dollar amounts are disclosed—and emphasises uncertainty around ‘future public-health issues.’ Because the pandemic’s onset (March 2020) is roughly four years prior to the filing date, the Time-Decay Principle places the event in the medium-term window: evidence can still warrant moderate scores (4-6) when the statements point to material exposure, but not the highest scores reserved for more recent crises. Overall, the company conveys that while COVID-19 itself only briefly impaired home sales, similar outbreaks could have severe macro-economic and operational consequences, especially by dampening consumer confidence, delaying permits, or constraining supply. The risk therefore persists but at a moderated, scenario-based level rather than an actively unfolding crisis, justifying mid-level severity scores across the extracted snippets."
LHX,2023-02-24,23,4.6,5,"L3Harris’s 2023 Form 10-K continues to highlight the COVID-19 pandemic as both a historic and an ongoing enterprise-wide risk.  Although the filing date is nearly three years after the World Health Organization declared COVID-19 a pandemic, the company still reports material effects within the most recent reporting periods, satisfying the Time Decay principle for a high-severity, recent-event assessment (0-3 years).  The narrative discloses: (1) specific, quantified financial damage (a $748 million goodwill impairment and a $20 million revenue decline) directly attributed to pandemic-driven downturns in commercial aviation; (2) persistent supply-chain vulnerabilities and labor mobility challenges explicitly listing “pandemics” among disrupting forces; and (3) broad operational consequences—cost escalation, revenue delays, and potential facility shutdowns—were such disruptions to recur.  These references span past actual impacts and forward-looking risk language, indicating that COVID-19 remains both a realized and a potential threat.  The statements are largely unmitigated, with limited discussion of counter-measures, so the overall risk profile remains elevated.  Accordingly, evidence tied to quantified financial losses scores in the upper range (8-9/10), while generic but still relevant risk statements land in the low-to-mid range (2-4/10), consistent with the recency of the pandemic but tempered when disclosures are purely hypothetical or boiler-plate."
LHX,2024-02-20,12,4.0,3,"L3Harris’s 2024 Form 10-K acknowledges the COVID-19 pandemic only in broad, catch-all language and through indirect references to recent supply-chain turmoil.  The filing notes that epidemics and pandemics are one of several disruptive forces that could materially impair operations, employee availability, and financial performance; elsewhere it concedes that “in recent years” supply chains have already suffered significant disruption manifested in longer lead-times, price volatility and labour issues.  The discussion therefore blends (i) a forward-looking, generic contingency framing (“could be subject to… pandemics”) with (ii) a backward-looking admission that the company has actually felt widespread supply-chain stress—an effect strongly associated with the COVID-19 period even if not named explicitly.  No quantified dollar impact, duration estimate or mitigation cost is provided.  Given the filing date (Feb 2024) sits just under four years after the WHO pandemic declaration, the Time-Decay Principle places this evidence in the early “medium-term” window: the pandemic is no longer brand-new, but its echo is still operationally relevant.  Overall, the disclosures demonstrate moderate severity—real enough to warrant board-level attention yet expressed in largely generic terms without financial specificity—warranting mid-range risk scores (≈4-5) for the individual snippets."
LH,2021-02-25,57,4.384615384615385,13,"Labcorp’s 2021 Form 10-K presents COVID-19 not merely as a hypothetical hazard but as an event that has already produced material, quantified impacts and continues to pose multifaceted, forward-looking risks.  The company discloses sharp drops in routine-test volume, direct cost increases, supply-chain interruptions, labour and human-capital strains, cyber-security exposure from remote work, uncertainties in payer regulation, and potential liquidity pressures.  These statements span both realised damage (e.g., March 2020 volume collapse, added safety costs) and still-evolving threats (variants, further credit-market turmoil).  Language is explicit (“could materially adversely impact…”) and often supported by operational metrics, demonstrating high specificity.  Because the filing date (25 Feb 2021) sits well within three years of the pandemic’s onset, the Time Decay Principle permits elevated scores.  Overall, the risk profile is severe: material impacts have already occurred and future volatility remains, warranting high but not necessarily maximum snippet scores depending on the presence of mitigating or qualifying language."
